CompanyName,Year,ESG_score,Return_Deviation,Deviation_Percentile,Deviation_Label,Comm1,Comm2,Comm3,Comm4,Comm5,Comm6,Comm7
SAP,2020,92.9,0,0,,"The ESG score of SAP in 2023 is 84.62, is lower than the average score of it the industry.
This company has beaten 18 companies in this year, at the average level in the industry, and improve.","The risk level SAP in 2023 is Low with the 10.87, is lower than the average level of it the industry.",The return deviation level of SAP in 2023 is -4.45 which means this company has worse ESG performance compared to its financial performance.,"The ESG score of SAP from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 84.62. and in 2020, we get the max ESG score is 92.90, extreme difference is 8.28.","1. Waste Generation: Adopt a zero-waste policy to reduce waste sent to landfills.
2. Scope 3 Carbon Emissions: Engage suppliers to adopt sustainable practices and reduce emissions.
3. Water Consumption: Install water-efficient fixtures in buildings and production areas.
4. Scope 1 Carbon Emissions: Establish a carbon offset program to neutralize emissions.
5. Scope 2 Carbon Emissions: Transition office spaces and facilities to energy-efficient lighting and equipment.","1. Training (Average Hours): Provide training in both technical and soft skills to ensure holistic growth.
2. Total Employees: Implement a workforce planning strategy to ensure optimal staffing levels.
3. Turnover Rate: Foster a positive workplace culture that encourages employee loyalty.
4. Employee Fatalities: Conduct thorough safety audits and identify high-risk areas to prevent fatalities.
5. Occupational Injury: Provide ergonomic workstations to reduce the risk of workplace injuries.","1. Cyber Security: Invest in firewalls and intrusion detection systems to protect against cyberattacks.
2. Alignment with Frameworks: Regularly review and update company policies to stay in compliance with evolving frameworks.
3. Consumer Privacy Protection: Invest in data breach response plans to quickly address any potential privacy violations.
4. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities.
5. Ethical Behavior: Establish a comprehensive code of ethics that outlines acceptable behavior for all employees."
SAP,2021,91.25,1.0076,39.13043478,Moderate,"The ESG score of SAP in 2023 is 84.62, is lower than the average score of it the industry.
This company has beaten 18 companies in this year, at the average level in the industry, and improve.","The risk level SAP in 2023 is Low with the 10.87, is lower than the average level of it the industry.",The return deviation level of SAP in 2023 is -4.45 which means this company has worse ESG performance compared to its financial performance.,"The ESG score of SAP from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 84.62. and in 2020, we get the max ESG score is 92.90, extreme difference is 8.28.","1. Environmental Policy & Management: Provide training for employees to understand and implement environmental policies.
2. Water Consumption: Use rainwater harvesting systems to supplement water supply.
3. Energy Consumption: Invest in energy-efficient machinery and appliances.
4. Waste Generation: Recycle and compost waste generated during production and office activities.
5. Scope 3 Carbon Emissions: Develop programs to reduce the carbon footprint of products during their use phase.","1. Training (Number of Times): Encourage cross-departmental training to foster collaboration and knowledge sharing.
2. Employee Fatalities: Conduct thorough safety audits and identify high-risk areas to prevent fatalities.
3. Occupational Injury: Encourage employees to report unsafe conditions and address issues promptly.
4. Communities and Philanthropy: Partner with non-profits to support environmental and social causes.
5. Total Employees: Implement a workforce planning strategy to ensure optimal staffing levels.","1. Cyber Security: Implement multi-factor authentication for all sensitive systems and accounts.
2. Board Composition: Set clear expectations for board members' roles and responsibilities.
3. Assurance: Ensure the independence of auditors to avoid conflicts of interest in the assurance process.
4. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities.
5. Consumer Privacy Protection: Implement robust data encryption measures to protect consumer data."
SAP,2022,91.9,0,0,,"The ESG score of SAP in 2023 is 84.62, is lower than the average score of it the industry.
This company has beaten 18 companies in this year, at the average level in the industry, and improve.","The risk level SAP in 2023 is Low with the 10.87, is lower than the average level of it the industry.",The return deviation level of SAP in 2023 is -4.45 which means this company has worse ESG performance compared to its financial performance.,"The ESG score of SAP from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 84.62. and in 2020, we get the max ESG score is 92.90, extreme difference is 8.28.","1. Scope 3 Carbon Emissions: Promote the use of sustainable transportation options in the supply chain.
2. Water Consumption: Educate employees and stakeholders on water conservation practices.
3. Waste Generation: Encourage digital processes to reduce paper waste in the office.
4. Energy Consumption: Implement energy management systems to track and optimize energy use.
5. Environmental Policy & Management: Establish an environmental committee to oversee sustainability initiatives.","1. Communities and Philanthropy: Partner with non-profits to support environmental and social causes.
2. Turnover Rate: Implement exit interviews to understand reasons for turnover and address issues.
3. Employee Fatalities: Implement a zero-tolerance policy for safety violations and promote accountability.
4. Gender Diversity: Establish a gender diversity task force to drive initiatives and monitor progress.
5. Total Employees: Provide leadership development programs to enhance managerial effectiveness.","1. Alignment with Frameworks: Ensure alignment with internationally recognized sustainability and ESG frameworks (e.g., GRI, SASB).
2. Policy Influence: Align corporate lobbying efforts with company values and the public good to avoid reputational risk.
3. Ethical Behavior: Establish a comprehensive code of ethics that outlines acceptable behavior for all employees.
4. Cyber Security: Educate employees about the importance of strong passwords and secure online behavior.
5. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities."
SAP,2023,84.616667,-4.452605,10.86956522,Low,"The ESG score of SAP in 2023 is 84.62, is lower than the average score of it the industry.
This company has beaten 18 companies in this year, at the average level in the industry, and improve.","The risk level SAP in 2023 is Low with the 10.87, is lower than the average level of it the industry.",The return deviation level of SAP in 2023 is -4.45 which means this company has worse ESG performance compared to its financial performance.,"The ESG score of SAP from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 84.62. and in 2020, we get the max ESG score is 92.90, extreme difference is 8.28.","1. Scope 3 Carbon Emissions: Reduce business travel by encouraging virtual meetings and telecommuting.
2. Energy Consumption: Conduct regular energy audits to identify areas for improvement.
3. Water Consumption: Use rainwater harvesting systems to supplement water supply.
4. Scope 1 Carbon Emissions: Implement energy-efficient technologies in production processes.
5. Waste Generation: Recycle and compost waste generated during production and office activities.","1. Employee Fatalities: Regularly review and update emergency procedures and safety protocols.
2. Training (Number of Times): Provide incentives for employees to complete training programs.
3. Communities and Philanthropy: Partner with non-profits to support environmental and social causes.
4. Total Employees: Offer employee recognition programs to improve morale and retention.
5. Gender Diversity: Provide unconscious bias training for employees and managers.","1. Assurance: Conduct internal audits to ensure adherence to established policies and standards.
2. Consumer Privacy Protection: Offer consumers the option to control their data preferences and opt-out of unnecessary data collection.
3. Cyber Security: Regularly update software and systems to patch security vulnerabilities.
4. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities.
5. Board Composition: Ensure a diverse range of backgrounds, experiences, and expertise within the board."
HUAWEI,2020,57.7,0,0,,"The ESG score of HUAWEI in 2023 is 59.67, is higher than the average score of it the industry.
This company has beaten 78 companies in this year, at the excellent level in the industry, and keep.",The risk level HUAWEI in 2023 is invalid because extreme values were detected.,The return deviation level of HUAWEI in 2023 is invalid because extreme values were detected too.,"The ESG score of HUAWEI from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 56.34. and in 2023, we get the max ESG score is 59.67, extreme difference is 3.32.","1. Scope 1 Carbon Emissions: Implement energy-efficient technologies in production processes.
2. Water Consumption: Use rainwater harvesting systems to supplement water supply.
3. Scope 2 Carbon Emissions: Improve energy management systems to monitor and reduce consumption.
4. Energy Consumption: Improve insulation in buildings to reduce heating and cooling energy needs.
5. Scope 3 Carbon Emissions: Reduce business travel by encouraging virtual meetings and telecommuting.","1. Turnover Rate: Offer competitive compensation and benefits to reduce turnover.
2. Employee Fatalities: Use safety technology and equipment to minimize risks in hazardous environments.
3. Training (Average Hours): Encourage employees to allocate time for skill development during working hours.
4. Communities and Philanthropy: Partner with non-profits to support environmental and social causes.
5. Total Employees: Introduce flexible working arrangements to improve employee satisfaction.","1. Board Composition: Set clear expectations for board members' roles and responsibilities.
2. Cyber Security: Invest in firewalls and intrusion detection systems to protect against cyberattacks.
3. Risk & Crisis Management: Develop a comprehensive risk management framework to identify and mitigate potential threats.
4. Ethical Behavior: Encourage employees to report unethical behavior through anonymous channels.
5. Consumer Privacy Protection: Provide clear privacy policies that explain how consumer data is collected, used, and stored."
HUAWEI,2021,56.341667,0,0,,"The ESG score of HUAWEI in 2023 is 59.67, is higher than the average score of it the industry.
This company has beaten 78 companies in this year, at the excellent level in the industry, and keep.",The risk level HUAWEI in 2023 is invalid because extreme values were detected.,The return deviation level of HUAWEI in 2023 is invalid because extreme values were detected too.,"The ESG score of HUAWEI from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 56.34. and in 2023, we get the max ESG score is 59.67, extreme difference is 3.32.","1. Scope 3 Carbon Emissions: Reduce business travel by encouraging virtual meetings and telecommuting.
2. Waste Generation: Minimize packaging waste by using reusable or biodegradable materials.
3. Scope 1 Carbon Emissions: Implement energy-efficient technologies in production processes.
4. Energy Consumption: Conduct regular energy audits to identify areas for improvement.
5. Water Consumption: Use rainwater harvesting systems to supplement water supply.","1. Total Employees: Offer employee recognition programs to improve morale and retention.
2. Turnover Rate: Conduct regular employee engagement surveys to identify retention drivers.
3. Communities and Philanthropy: Encourage employee volunteering and match donations to charitable organizations.
4. Training (Average Hours): Track training hours and set department-specific targets for improvement.
5. Employee Fatalities: Use safety technology and equipment to minimize risks in hazardous environments.","1. Policy Influence: Participate in industry-specific policy groups to influence decision-making on ESG issues.
2. Board Composition: Introduce term limits to encourage new perspectives and prevent stagnation.
3. Ethical Behavior: Lead by example with senior management setting a strong ethical tone for the organization.
4. Cyber Security: Regularly update software and systems to patch security vulnerabilities.
5. Assurance: Regularly update assurance processes to reflect changes in industry best practices."
HUAWEI,2022,57.4,0,0,,"The ESG score of HUAWEI in 2023 is 59.67, is higher than the average score of it the industry.
This company has beaten 78 companies in this year, at the excellent level in the industry, and keep.",The risk level HUAWEI in 2023 is invalid because extreme values were detected.,The return deviation level of HUAWEI in 2023 is invalid because extreme values were detected too.,"The ESG score of HUAWEI from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 56.34. and in 2023, we get the max ESG score is 59.67, extreme difference is 3.32.","1. Environmental Policy & Management: Monitor and report on environmental performance to ensure accountability.
2. Water Consumption: Educate employees and stakeholders on water conservation practices.
3. Energy Consumption: Implement energy management systems to track and optimize energy use.
4. Scope 2 Carbon Emissions: Encourage the use of energy-efficient appliances in offices.
5. Scope 3 Carbon Emissions: Reduce waste in the product lifecycle by promoting recycling and reuse.","1. Communities and Philanthropy: Encourage employee volunteering and match donations to charitable organizations.
2. Occupational Injury: Encourage employees to report unsafe conditions and address issues promptly.
3. Training (Average Hours): Encourage employees to allocate time for skill development during working hours.
4. Employee Fatalities: Conduct thorough safety audits and identify high-risk areas to prevent fatalities.
5. Total Employees: Implement a workforce planning strategy to ensure optimal staffing levels.","1. Board Composition: Set clear expectations for board members' roles and responsibilities.
2. Ethical Behavior: Establish a comprehensive code of ethics that outlines acceptable behavior for all employees.
3. Consumer Privacy Protection: Regularly conduct privacy audits to ensure compliance with relevant laws and regulations.
4. Cyber Security: Educate employees about the importance of strong passwords and secure online behavior.
5. Policy Influence: Engage with policymakers to advocate for sustainable business practices and regulations."
HUAWEI,2023,59.666667,0,0,,"The ESG score of HUAWEI in 2023 is 59.67, is higher than the average score of it the industry.
This company has beaten 78 companies in this year, at the excellent level in the industry, and keep.",The risk level HUAWEI in 2023 is invalid because extreme values were detected.,The return deviation level of HUAWEI in 2023 is invalid because extreme values were detected too.,"The ESG score of HUAWEI from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 56.34. and in 2023, we get the max ESG score is 59.67, extreme difference is 3.32.","1. Scope 2 Carbon Emissions: Improve energy management systems to monitor and reduce consumption.
2. Water Consumption: Conduct water usage audits and implement reduction measures.
3. Environmental Policy & Management: Provide training for employees to understand and implement environmental policies.
4. Scope 1 Carbon Emissions: Optimize heating and cooling systems to reduce emissions.
5. Scope 3 Carbon Emissions: Reduce business travel by encouraging virtual meetings and telecommuting.","1. Occupational Injury: Provide ergonomic workstations to reduce the risk of workplace injuries.
2. Employee Fatalities: Offer comprehensive safety training for all employees, especially in high-risk roles.
3. Turnover Rate: Provide clear career progression and development opportunities.
4. Training (Average Hours): Offer personalized training paths to match individual career development goals.
5. Training (Number of Times): Encourage cross-departmental training to foster collaboration and knowledge sharing.","1. Ethical Behavior: Lead by example with senior management setting a strong ethical tone for the organization.
2. Board Composition: Regularly evaluate the performance and effectiveness of the board as a whole.
3. Partnerships and Collaborations: Collaborate with industry leaders to drive collective action on pressing ESG issues.
4. Alignment with Frameworks: Align internal reporting systems with ESG framework requirements to ensure transparency.
5. Policy Influence: Support policies that incentivize companies to adopt responsible environmental and social practices."
Kingdee International Software Group,2020,82.6,2.06661,56.52173913,Moderate,"The ESG score of Kingdee International Software Group in 2023 is 83.20, is higher than the average score of it the industry.
This company has beaten 22 companies in this year, at the excellent level in the industry, and keep.","The risk level Kingdee International Software Group in 2023 is Moderate with the 65.22, is higher than the average level of it the industry.",The return deviation level of Kingdee International Software Group in 2023 is 3.56 which means this company has a better ESG performance compared to its financial performance.,"The ESG score of Kingdee International Software Group from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 82.00. and in 2023, we get the max ESG score is 83.20, extreme difference is 1.20.","1. Waste Generation: Adopt a zero-waste policy to reduce waste sent to landfills.
2. Water Consumption: Install water-efficient fixtures in buildings and production areas.
3. Energy Consumption: Use alternative energy sources like solar or wind for electricity.
4. Scope 2 Carbon Emissions: Transition office spaces and facilities to energy-efficient lighting and equipment.
5. Scope 1 Carbon Emissions: Optimize heating and cooling systems to reduce emissions.","1. Training (Average Hours): Encourage employees to allocate time for skill development during working hours.
2. Training (Number of Times): Increase the frequency of training sessions to enhance employee skills.
3. Communities and Philanthropy: Partner with non-profits to support environmental and social causes.
4. Employee Fatalities: Use safety technology and equipment to minimize risks in hazardous environments.
5. Total Employees: Offer employee recognition programs to improve morale and retention.","1. Board Composition: Promote gender and ethnic diversity within the board to reflect the broader community.
2. Alignment with Frameworks: Ensure alignment with internationally recognized sustainability and ESG frameworks (e.g., GRI, SASB).
3. Policy Influence: Participate in industry-specific policy groups to influence decision-making on ESG issues.
4. Consumer Privacy Protection: Offer consumers the option to control their data preferences and opt-out of unnecessary data collection.
5. Partnerships and Collaborations: Invest in partnerships with non-governmental organizations to address global challenges."
Kingdee International Software Group,2021,82,1.278,45.65217391,Moderate,"The ESG score of Kingdee International Software Group in 2023 is 83.20, is higher than the average score of it the industry.
This company has beaten 22 companies in this year, at the excellent level in the industry, and keep.","The risk level Kingdee International Software Group in 2023 is Moderate with the 65.22, is higher than the average level of it the industry.",The return deviation level of Kingdee International Software Group in 2023 is 3.56 which means this company has a better ESG performance compared to its financial performance.,"The ESG score of Kingdee International Software Group from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 82.00. and in 2023, we get the max ESG score is 83.20, extreme difference is 1.20.","1. Scope 1 Carbon Emissions: Implement energy-efficient technologies in production processes.
2. Energy Consumption: Implement energy management systems to track and optimize energy use.
3. Scope 3 Carbon Emissions: Promote the use of sustainable transportation options in the supply chain.
4. Waste Generation: Implement product take-back programs to encourage recycling and reuse.
5. Scope 2 Carbon Emissions: Improve energy management systems to monitor and reduce consumption.","1. Gender Diversity: Establish a gender diversity task force to drive initiatives and monitor progress.
2. Total Employees: Provide leadership development programs to enhance managerial effectiveness.
3. Occupational Injury: Regularly review workplace safety standards and make necessary adjustments.
4. Employee Fatalities: Use safety technology and equipment to minimize risks in hazardous environments.
5. Training (Average Hours): Provide training in both technical and soft skills to ensure holistic growth.","1. Assurance: Establish a transparent process for addressing discrepancies or errors found during audits.
2. Ethical Behavior: Encourage employees to report unethical behavior through anonymous channels.
3. Policy Influence: Engage with policymakers to advocate for sustainable business practices and regulations.
4. Cyber Security: Develop a comprehensive disaster recovery plan in case of a cyber incident.
5. Alignment with Frameworks: Align internal reporting systems with ESG framework requirements to ensure transparency."
Kingdee International Software Group,2022,82.433333,6.106,86.95652174,High,"The ESG score of Kingdee International Software Group in 2023 is 83.20, is higher than the average score of it the industry.
This company has beaten 22 companies in this year, at the excellent level in the industry, and keep.","The risk level Kingdee International Software Group in 2023 is Moderate with the 65.22, is higher than the average level of it the industry.",The return deviation level of Kingdee International Software Group in 2023 is 3.56 which means this company has a better ESG performance compared to its financial performance.,"The ESG score of Kingdee International Software Group from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 82.00. and in 2023, we get the max ESG score is 83.20, extreme difference is 1.20.","1. Scope 2 Carbon Emissions: Improve energy management systems to monitor and reduce consumption.
2. Waste Generation: Adopt a zero-waste policy to reduce waste sent to landfills.
3. Water Consumption: Recycle and reuse water within operations to minimize wastage.
4. Scope 1 Carbon Emissions: Reduce the use of fossil fuels in company-owned vehicles.
5. Energy Consumption: Use alternative energy sources like solar or wind for electricity.","1. Total Employees: Provide leadership development programs to enhance managerial effectiveness.
2. Occupational Injury: Encourage employees to report unsafe conditions and address issues promptly.
3. Training (Number of Times): Tailor training content to meet the evolving needs of the organization.
4. Communities and Philanthropy: Invest in local community projects that promote education, health, and sustainability.
5. Gender Diversity: Create mentorship programs to support the advancement of women in leadership.","1. Alignment with Frameworks: Align internal reporting systems with ESG framework requirements to ensure transparency.
2. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities.
3. Policy Influence: Participate in industry-specific policy groups to influence decision-making on ESG issues.
4. Assurance: Engage third-party auditors to verify the accuracy of ESG performance reports.
5. Consumer Privacy Protection: Offer consumers the option to control their data preferences and opt-out of unnecessary data collection."
Kingdee International Software Group,2023,83.2,3.56363,65.2173913,Moderate,"The ESG score of Kingdee International Software Group in 2023 is 83.20, is higher than the average score of it the industry.
This company has beaten 22 companies in this year, at the excellent level in the industry, and keep.","The risk level Kingdee International Software Group in 2023 is Moderate with the 65.22, is higher than the average level of it the industry.",The return deviation level of Kingdee International Software Group in 2023 is 3.56 which means this company has a better ESG performance compared to its financial performance.,"The ESG score of Kingdee International Software Group from 2020 to 2023 is stable.
In 2021, we get the min ESG score is 82.00. and in 2023, we get the max ESG score is 83.20, extreme difference is 1.20.","1. Scope 2 Carbon Emissions: Encourage the use of energy-efficient appliances in offices.
2. Water Consumption: Educate employees and stakeholders on water conservation practices.
3. Waste Generation: Implement product take-back programs to encourage recycling and reuse.
4. Scope 3 Carbon Emissions: Reduce waste in the product lifecycle by promoting recycling and reuse.
5. Environmental Policy & Management: Monitor and report on environmental performance to ensure accountability.","1. Total Employees: Create a healthy work environment that supports employee well-being.
2. Turnover Rate: Foster a positive workplace culture that encourages employee loyalty.
3. Training (Number of Times): Tailor training content to meet the evolving needs of the organization.
4. Training (Average Hours): Encourage employees to allocate time for skill development during working hours.
5. Employee Fatalities: Implement a zero-tolerance policy for safety violations and promote accountability.","1. Assurance: Conduct internal audits to ensure adherence to established policies and standards.
2. Partnerships and Collaborations: Establish mutually beneficial collaborations with research institutions to innovate and share knowledge.
3. Cyber Security: Regularly update software and systems to patch security vulnerabilities.
4. Consumer Privacy Protection: Provide clear privacy policies that explain how consumer data is collected, used, and stored.
5. Ethical Behavior: Encourage employees to report unethical behavior through anonymous channels."
Tencent,2020,64.6,0,0,,"The ESG score of Tencent in 2023 is 60.27, is lower than the average score of it the industry.
This company has beaten 76 companies in this year, at the average level in the industry, and improve.",The risk level Tencent in 2023 is invalid because extreme values were detected.,The return deviation level of Tencent in 2023 is invalid because extreme values were detected too.,"The ESG score of Tencent from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 60.27. and in 2022, we get the max ESG score is 66.90, extreme difference is 6.63.","1. Scope 3 Carbon Emissions: Reduce waste in the product lifecycle by promoting recycling and reuse.
2. Energy Consumption: Invest in energy-efficient machinery and appliances.
3. Scope 2 Carbon Emissions: Purchase renewable energy certificates (RECs) or green energy.
4. Water Consumption: Use rainwater harvesting systems to supplement water supply.
5. Environmental Policy & Management: Set clear sustainability goals and incorporate them into the corporate strategy.","1. Total Employees: Implement a workforce planning strategy to ensure optimal staffing levels.
2. Training (Number of Times): Provide incentives for employees to complete training programs.
3. Communities and Philanthropy: Partner with non-profits to support environmental and social causes.
4. Occupational Injury: Regularly review workplace safety standards and make necessary adjustments.
5. Training (Average Hours): Encourage employees to allocate time for skill development during working hours.","1. Assurance: Conduct internal audits to ensure adherence to established policies and standards.
2. Ethical Behavior: Establish a comprehensive code of ethics that outlines acceptable behavior for all employees.
3. Board Composition: Set clear expectations for board members' roles and responsibilities.
4. Policy Influence: Align corporate lobbying efforts with company values and the public good to avoid reputational risk.
5. Cyber Security: Regularly update software and systems to patch security vulnerabilities."
Tencent,2021,65.2,0,0,,"The ESG score of Tencent in 2023 is 60.27, is lower than the average score of it the industry.
This company has beaten 76 companies in this year, at the average level in the industry, and improve.",The risk level Tencent in 2023 is invalid because extreme values were detected.,The return deviation level of Tencent in 2023 is invalid because extreme values were detected too.,"The ESG score of Tencent from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 60.27. and in 2022, we get the max ESG score is 66.90, extreme difference is 6.63.","1. Scope 1 Carbon Emissions: Optimize heating and cooling systems to reduce emissions.
2. Waste Generation: Minimize packaging waste by using reusable or biodegradable materials.
3. Scope 3 Carbon Emissions: Develop programs to reduce the carbon footprint of products during their use phase.
4. Environmental Policy & Management: Establish an environmental committee to oversee sustainability initiatives.
5. Energy Consumption: Implement energy management systems to track and optimize energy use.","1. Occupational Injury: Encourage employees to report unsafe conditions and address issues promptly.
2. Employee Fatalities: Implement a zero-tolerance policy for safety violations and promote accountability.
3. Gender Diversity: Implement inclusive hiring practices to ensure gender equality in recruitment.
4. Training (Number of Times): Offer online training programs to make learning more accessible.
5. Turnover Rate: Conduct regular employee engagement surveys to identify retention drivers.","1. Assurance: Engage third-party auditors to verify the accuracy of ESG performance reports.
2. Cyber Security: Regularly update software and systems to patch security vulnerabilities.
3. Partnerships and Collaborations: Invest in partnerships with non-governmental organizations to address global challenges.
4. Risk & Crisis Management: Ensure the company has a clear crisis communication plan for swift and transparent responses.
5. Board Composition: Set clear expectations for board members' roles and responsibilities."
Tencent,2022,66.9,0,0,,"The ESG score of Tencent in 2023 is 60.27, is lower than the average score of it the industry.
This company has beaten 76 companies in this year, at the average level in the industry, and improve.",The risk level Tencent in 2023 is invalid because extreme values were detected.,The return deviation level of Tencent in 2023 is invalid because extreme values were detected too.,"The ESG score of Tencent from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 60.27. and in 2022, we get the max ESG score is 66.90, extreme difference is 6.63.","1. Energy Consumption: Implement energy management systems to track and optimize energy use.
2. Scope 3 Carbon Emissions: Reduce waste in the product lifecycle by promoting recycling and reuse.
3. Water Consumption: Install water-efficient fixtures in buildings and production areas.
4. Environmental Policy & Management: Monitor and report on environmental performance to ensure accountability.
5. Waste Generation: Adopt a zero-waste policy to reduce waste sent to landfills.","1. Employee Fatalities: Conduct thorough safety audits and identify high-risk areas to prevent fatalities.
2. Occupational Injury: Encourage employees to report unsafe conditions and address issues promptly.
3. Total Employees: Introduce flexible working arrangements to improve employee satisfaction.
4. Turnover Rate: Conduct regular employee engagement surveys to identify retention drivers.
5. Gender Diversity: Implement inclusive hiring practices to ensure gender equality in recruitment.","1. Consumer Privacy Protection: Regularly conduct privacy audits to ensure compliance with relevant laws and regulations.
2. Ethical Behavior: Establish a comprehensive code of ethics that outlines acceptable behavior for all employees.
3. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities.
4. Policy Influence: Participate in industry-specific policy groups to influence decision-making on ESG issues.
5. Alignment with Frameworks: Ensure alignment with internationally recognized sustainability and ESG frameworks (e.g., GRI, SASB)."
Tencent,2023,60.275,0,0,,"The ESG score of Tencent in 2023 is 60.27, is lower than the average score of it the industry.
This company has beaten 76 companies in this year, at the average level in the industry, and improve.",The risk level Tencent in 2023 is invalid because extreme values were detected.,The return deviation level of Tencent in 2023 is invalid because extreme values were detected too.,"The ESG score of Tencent from 2020 to 2023 is volatile.
In 2023, we get the min ESG score is 60.27. and in 2022, we get the max ESG score is 66.90, extreme difference is 6.63.","1. Scope 1 Carbon Emissions: Implement energy-efficient technologies in production processes.
2. Energy Consumption: Use alternative energy sources like solar or wind for electricity.
3. Environmental Policy & Management: Establish an environmental committee to oversee sustainability initiatives.
4. Scope 3 Carbon Emissions: Reduce waste in the product lifecycle by promoting recycling and reuse.
5. Scope 2 Carbon Emissions: Purchase renewable energy certificates (RECs) or green energy.","1. Training (Average Hours): Offer more in-depth training programs to increase employee engagement.
2. Employee Fatalities: Use safety technology and equipment to minimize risks in hazardous environments.
3. Communities and Philanthropy: Establish a corporate social responsibility (CSR) strategy that aligns with community needs.
4. Gender Diversity: Promote equal pay for equal work and conduct regular pay equity audits.
5. Training (Number of Times): Offer online training programs to make learning more accessible.","1. Partnerships and Collaborations: Engage in joint ventures that align with the company’s sustainability objectives.
2. Consumer Privacy Protection: Offer consumers the option to control their data preferences and opt-out of unnecessary data collection.
3. Ethical Behavior: Encourage employees to report unethical behavior through anonymous channels.
4. Assurance: Establish a transparent process for addressing discrepancies or errors found during audits.
5. Policy Influence: Engage with policymakers to advocate for sustainable business practices and regulations."
Infosys,2020,82.9,0,0,,"The ESG score of Infosys in 2023 is 79.50, is higher than the average score of it the industry.
This company has beaten 35 companies in this year, at the excellent level in the industry, and keep.",The risk level Infosys in 2023 is invalid because extreme values were detected.,The return deviation level of Infosys in 2023 is invalid because extreme values were detected too.,"The ESG score of Infosys from 2020 to 2023 is volatile.
In 2022, we get the min ESG score is 76.10. and in 2020, we get the max ESG score is 82.90, extreme difference is 6.80.","1. Scope 2 Carbon Emissions: Set targets to reduce grid electricity usage through efficiency initiatives.
2. Waste Generation: Adopt a zero-waste policy to reduce waste sent to landfills.
3. Water Consumption: Conduct water usage audits and implement reduction measures.
4. Energy Consumption: Conduct regular energy audits to identify areas for improvement.
5. Environmental Policy & Management: Set clear sustainability goals and incorporate them into the corporate strategy.","1. Total Employees: Implement a workforce planning strategy to ensure optimal staffing levels.
2. Training (Average Hours): Offer personalized training paths to match individual career development goals.
3. Occupational Injury: Regularly review workplace safety standards and make necessary adjustments.
4. Employee Fatalities: Offer comprehensive safety training for all employees, especially in high-risk roles.
5. Gender Diversity: Promote equal pay for equal work and conduct regular pay equity audits.","1. Assurance: Establish a transparent process for addressing discrepancies or errors found during audits.
2. Policy Influence: Participate in industry-specific policy groups to influence decision-making on ESG issues.
3. Cyber Security: Implement multi-factor authentication for all sensitive systems and accounts.
4. Board Composition: Regularly evaluate the performance and effectiveness of the board as a whole.
5. Partnerships and Collaborations: Collaborate with industry leaders to drive collective action on pressing ESG issues."
Infosys,2021,78.3,-0.666325,28.26086957,Moderate,"The ESG score of Infosys in 2023 is 79.50, is higher than the average score of it the industry.
This company has beaten 35 companies in this year, at the excellent level in the industry, and keep.",The risk level Infosys in 2023 is invalid because extreme values were detected.,The return deviation level of Infosys in 2023 is invalid because extreme values were detected too.,"The ESG score of Infosys from 2020 to 2023 is volatile.
In 2022, we get the min ESG score is 76.10. and in 2020, we get the max ESG score is 82.90, extreme difference is 6.80.","1. Waste Generation: Implement product take-back programs to encourage recycling and reuse.
2. Scope 2 Carbon Emissions: Transition office spaces and facilities to energy-efficient lighting and equipment.
3. Scope 3 Carbon Emissions: Reduce waste in the product lifecycle by promoting recycling and reuse.
4. Environmental Policy & Management: Provide training for employees to understand and implement environmental policies.
5. Water Consumption: Conduct water usage audits and implement reduction measures.","1. Training (Average Hours): Provide training in both technical and soft skills to ensure holistic growth.
2. Total Employees: Provide leadership development programs to enhance managerial effectiveness.
3. Gender Diversity: Implement inclusive hiring practices to ensure gender equality in recruitment.
4. Employee Fatalities: Implement a zero-tolerance policy for safety violations and promote accountability.
5. Occupational Injury: Implement regular safety drills and training to ensure quick response during emergencies.","1. Alignment with Frameworks: Conduct periodic assessments to ensure all ESG efforts align with industry standards.
2. Ethical Behavior: Encourage employees to report unethical behavior through anonymous channels.
3. Risk & Crisis Management: Establish a dedicated crisis management team with specific roles and responsibilities.
4. Assurance: Regularly update assurance processes to reflect changes in industry best practices.
5. Partnerships and Collaborations: Develop strategic partnerships with organizations that share similar values and goals."
